ACT Symbol|Security Name|Exchange|CQS Symbol|ETF|Round Lot Size|Test Issue|NASDAQ Symbol
CVS|CVS Health Corporation Common Stock|N|CVS|N|100|N|CVS
CVT|CVENT, INC. Common Stock|N|CVT|N|100|N|CVT
CVU|CPI Aerostructures, Inc. Common Stock|A|CVU|N|100|N|CVU
CVX|Chevron Corporation Common Stock|N|CVX|N|100|N|CVX
CVY|Guggenheim Multi-Asset Income ETF|P|CVY|Y|100|N|CVY
CW|Curtiss-Wright Corporation Common Stock|N|CW|N|100|N|CW
CWB|SPDR Barclays Convertible Securities ETF|P|CWB|Y|100|N|CWB
CWEI|Clayton Williams Energy, Inc. Common Stock|N|CWEI|N|100|N|CWEI
CWI|SPDR MSCI ACWI ex-US ETF|P|CWI|Y|100|N|CWI
CWT|California Water Service Group Common Stock|N|CWT|N|100|N|CWT
CX|Cemex, S.A.B. de C.V. Sponsored ADR|N|CX|N|100|N|CX
CXA|SPDR Nuveen Barclays California Municipal Bond ETF|P|CXA|Y|100|N|CXA
CXE|MFS High Income Municipal Trust Common Stock|N|CXE|N|100|N|CXE
CXH|MFS Investment Grade Municipal Trust Common Stock|N|CXH|N|100|N|CXH
CXO|Concho Resources Inc. Common Stock|N|CXO|N|100|N|CXO
CXP|Columbia Property Trust, Inc. Common Stock|N|CXP|N|100|N|CXP
CXW|Corrections Corporation of America Common Stock|N|CXW|N|100|N|CXW
CYB|WisdomTree Chinese Yuan Strategy Fund|P|CYB|Y|100|N|CYB
CYD|China Yuchai International Limited Common Stock|N|CYD|N|100|N|CYD
CYH|Community Health Systems, Inc. Common Stock|N|CYH|N|100|N|CYH
CYS|CYS Investments, Inc. Common Stock|N|CYS|N|100|N|CYS
CYS$A|CYS Investments Inc Cumulative Redeemable Preferred Series A|N|CYSpA|N|100|N|CYS-A
CYS$B|CYS Investments, Inc. Preferred Series B|N|CYSpB|N|100|N|CYS-B
CZA|Guggenheim Mid-Cap Core ETF|P|CZA|Y|100|N|CZA
CZZ|Cosan Limited Class A Common Stock|N|CZZ|N|100|N|CZZ
D|Dominion Resources, Inc. Common Stock|N|D|N|100|N|D
DAC|Danaos Corporation Common Stock|N|DAC|N|100|N|DAC
DAG|DB Agriculture Double Long ETN due April 1, 2038|P|DAG|N|100|N|DAG
DAKP|Dakota Plains Holdings, Inc. Common Stock|A|DAKP|N|100|N|DAKP
DAL|Delta Air Lines, Inc. Common Stock|N|DAL|N|100|N|DAL
DAN|Dana Holding Corporation Common Stock When-Issued|N|DAN|N|100|N|DAN
DANG|E-Commerce China Dangdang Inc. American Depositary Shares, each representing five Class A common shares|N|DANG|N|100|N|DANG
DAR|Darling Ingredients Inc. Common Stock|N|DAR|N|100|N|DAR
DATA|Tableau Software, Inc. Class A Common Stock|N|DATA|N|100|N|DATA
DB|Deutsche Bank AG Common Stock|N|DB|N|100|N|DB
DBA|PowerShares DB Agriculture Fund|P|DBA|Y|100|N|DBA
DBAP|Deutsche X-Trackers MSCI AC Asia Pacific ex Japan Hedged Equity ETF|P|DBAP|Y|100|N|DBAP
DBAU|Deutsche X-trackers MSCI Australia Hedged Equity ETF|P|DBAU|Y|100|N|DBAU
DBAW|Deutsche X-trackers MSCI All World ex US Hedged Equity ETF|P|DBAW|Y|100|N|DBAW
DBB|PowerShares DB Base Metals Fund|P|DBB|Y|100|N|DBB
DBBR|Deutsche X-trackers MSCI Brazil Hedged Equity Fund|P|DBBR|Y|100|N|DBBR
DBC|PowerShares DB Commodity Index Trac|P|DBC|Y|100|N|DBC
DBD|Diebold, Incorporated Common Stock|N|DBD|N|100|N|DBD
DBE|PowerShares DB Energy Fund|P|DBE|Y|100|N|DBE
DBEF|Deutsche X-trackers MSCI EAFE Hedged Equity ETF|P|DBEF|Y|100|N|DBEF
DBEM|Deutsche X-trackers MSCI Emerging Markets Hedged Equity ETF|P|DBEM|Y|100|N|DBEM
DBES|Deutsche X-trackers MSCI EAFE Small Cap Hedged Equity ETF|P|DBES|Y|100|N|DBES
DBEU|Deutsche X-Trackers MSCI Europe Hedged Equity ETF|P|DBEU|Y|100|N|DBEU
DBEZ|Deutsche X-trackers MSCI Eurozone Hedged Equity ETF|P|DBEZ|Y|100|N|DBEZ
DBGR|Deutsche X-trackers MSCI Germany Hedged Equity ETF|P|DBGR|Y|100|N|DBGR
DBIF|Deutsche X-trackers S&P Hedged Global Infrastructure ETF|P|DBIF|Y|100|N|DBIF
DBIT|Deutsche X-trackers MSCI Italy Hedged Equity ETF|P|DBIT|Y|100|N|DBIT
DBJP|Deutsche X-trackers MSCI Japan Hedged Equity ETF|P|DBJP|Y|100|N|DBJP
DBKO|Deutsche X-trackers MSCI South Korea Hedged Equity ETF|P|DBKO|Y|100|N|DBKO
DBL|DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest|N|DBL|N|100|N|DBL
DBMX|Deutsche X-trackers MSCI Mexico Hedged Equity ETF|P|DBMX|Y|100|N|DBMX
DBO|PowerShares DB Oil Fund|P|DBO|Y|100|N|DBO
DBP|PowerShares DB Precious Metals Fund|P|DBP|Y|100|N|DBP
DBRE|Deutsche X-trackers Dow Jones Hedged International Real Estate ETF|P|DBRE|Y|100|N|DBRE
DBS|PowerShares DB Silver Fund|P|DBS|Y|100|N|DBS
DBSE|Deutsche X-trackers MSCI Southern Europe Hedged Equity ETF|P|DBSE|Y|100|N|DBSE
DBSP|Deutsche X-trackers MSCI Spain Hedged Equity ETF|P|DBSP|Y|100|N|DBSP
DBU|WisdomTree Global ex-US Utility IndexInternational Utilities Sector Fund|P|DBU|Y|100|N|DBU
DBUK|Deutsche X-Trackers MSCI United Kingdom Hedged Equity ETF|P|DBUK|Y|100|N|DBUK
DBV|PowerShares DB G10 Currency Harvest|P|DBV|Y|100|N|DBV
DCA|Virtus Total Return Fund|N|DCA|N|100|N|DCA
DCI|Donaldson Company, Inc. Common Stock|N|DCI|N|100|N|DCI
DCM|NTT DOCOMO, Inc American Depositary Shares|N|DCM|N|100|N|DCM
DCNG|iPath Seasonal Natural Gas ETN|P|DCNG|N|100|N|DCNG
DCO|Ducommun Incorporated Common Stock|N|DCO|N|100|N|DCO
DCT|DCT Industrial Trust Inc Common Stock|N|DCT|N|100|N|DCT
DCUB|Dominion Resources, Inc. Corporate Unit 2013 Series B|N|DCUB|N|100|N|DCUB
DCUC|Dominion Resources, Inc. VA New 2014 Series A Corp Unit|N|DCUC|N|100|N|DCUC
DD|E.I. du Pont de Nemours and Company Common Stock|N|DD|N|100|N|DD
DD$A|E.I. du Pont de Nemours and Company Preferred Stock|N|DDpA|N|100|N|DD-A
DD$B|E.I. du Pont de Nemours and Company Preferred Stock|N|DDpB|N|100|N|DD-B
DDC|Dominion Diamond Corporation Common Stock|N|DDC|N|100|N|DDC
DDD|3D Systems Corporation Common Stock|N|DDD|N|100|N|DDD
DDE|Dover Downs Gaming & Entertainment Inc Common Stock|N|DDE|N|100|N|DDE
DDEZ|WisdomTree Dynamic Currency Hedged Europe Equity Fund|Z|DDEZ|Y|100|N|DDEZ
DDF|Delaware Investments Dividend & Income Fund, Inc. Common Stock|N|DDF|N|100|N|DDF
DDG|ProShares Short Oil & Gas|P|DDG|Y|100|N|DDG
DDJP|WisdomTree Dynamic Currency Hedged Japan Equity Fund|Z|DDJP|Y|100|N|DDJP
DDLS|WisdomTree Dynamic Currency Hedged International SmallCap Equity Fund|Z|DDLS|Y|100|N|DDLS
DDM|ProShares Ultra Dow30|P|DDM|Y|100|N|DDM
DDP|DB Commodity Short ETN due April 1, 2038|P|DDP|N|100|N|DDP
DDR|DDR Corp. Common Stock|N|DDR|N|100|N|DDR
DDR$J|DDR Corporation Dep Shs Repstg 1/20th Pfd Cl J|N|DDRpJ|N|100|N|DDR-J
DDR$K|DDR Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States)|N|DDRpK|N|100|N|DDR-K
DDS|Dillard's, Inc. Common Stock|N|DDS|N|100|N|DDS
DDT|Dillard's Capital Trust I|N|DDT|N|100|N|DDT
DDWM|WisdomTree Dynamic Currency Hedged International Equity Fund|Z|DDWM|Y|100|N|DDWM
DE|Deere & Company Common Stock|N|DE|N|100|N|DE
DEA|Easterly Government Properties, Inc. Common Stock|N|DEA|N|100|N|DEA
DECK|Deckers Outdoor Corporation Common Stock|N|DECK|N|100|N|DECK
DEE|DB Commodity Double Short ETN due April 1, 2038|P|DEE|N|100|N|DEE
